,name_product,price_product,link_product,marca,description_product,color_product,condicion,images
30,Realme 9 Dual SIM 128 GB negro meteorito 8 GB RAM,1.059.900,https://www.mercadolibre.com.co/realme-9-dual-sim-128-gb-negro-meteorito-8-gb-ram/p/MCO19539743?pdp_filters=category:MCO1055#searchVariation=MCO19539743&position=31&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Realme,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Perfecta para los amantes del plano detalle  Su zoom optico te ofrecera la posibilidad de realizar acercamientos sin que tus capturas pierdan calidad   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla Super AMOLED de 6 4""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Negro meteorito,Nuevo,https://http2.mlstatic.com/D_NQ_NP_811330-MLA51146497560_082022-V.webp
31,Xiaomi Pocophone Poco X4 Pro 5G Dual SIM 128 GB poco yellow 6 GB RAM,1.273.000,https://www.mercadolibre.com.co/xiaomi-pocophone-poco-x4-pro-5g-dual-sim-128-gb-poco-yellow-6-gb-ram/p/MCO18968540?pdp_filters=category:MCO1055#searchVariation=MCO18968540&position=32&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 16 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 67""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 6 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Poco yellow,Nuevo,https://http2.mlstatic.com/D_NQ_NP_879248-MLA52132719335_102022-V.webp
32,Xiaomi Pocophone Poco X4 GT Dual SIM 256 GB plata 8 GB RAM,1.799.900,https://www.mercadolibre.com.co/xiaomi-pocophone-poco-x4-gt-dual-sim-256-gb-plata-8-gb-ram/p/MCO19471452?pdp_filters=category:MCO1055#searchVariation=MCO19471452&position=33&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 16 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5080 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Plata,Nuevo,https://http2.mlstatic.com/D_NQ_NP_909966-MLA50862044839_072022-V.webp
33,Samsung Galaxy A53 5G Dual SIM 128 GB negro asombroso 6 GB RAM,1.699.900,https://www.mercadolibre.com.co/samsung-galaxy-a53-5g-dual-sim-128-gb-negro-asombroso-6-gb-ram/p/MCO19074043?pdp_filters=category:MCO1055#searchVariation=MCO19074043&position=34&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Samsung,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 4 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla Super AMOLED de 6 5""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 6 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Negro asombroso,Nuevo,https://http2.mlstatic.com/D_NQ_NP_655009-MLA49922773818_052022-V.webp
34,Xiaomi Pocophone Poco M5 (5 Mpx) Dual SIM 128 GB black 4 GB RAM,749.900,https://www.mercadolibre.com.co/xiaomi-pocophone-poco-m5-5-mpx-dual-sim-128-gb-black-4-gb-ram/p/MCO19676461?pdp_filters=category:MCO1055#searchVariation=MCO19676461&position=35&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 5 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_858267-MLA51811704234_102022-V.webp
35,Samsung Galaxy A13 Dual SIM 128 GB black 4 GB RAM,699.900,https://www.mercadolibre.com.co/samsung-galaxy-a13-dual-sim-128-gb-black-4-gb-ram/p/MCO19077030?pdp_filters=category:MCO1055#searchVariation=MCO19077030&position=36&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Samsung,Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 4 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ,Black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_769792-MLA49703502446_042022-V.webp
36,Oppo Reno6 Lite Dual SIM 128 GB plata arcoíris 6 GB RAM,809.900,https://www.mercadolibre.com.co/oppo-reno6-lite-dual-sim-128-gb-plata-arcoiris-6-gb-ram/p/MCO19471037?pdp_filters=category:MCO1055#searchVariation=MCO19471037&position=37&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Oppo,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 16 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 43""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 6 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Plata arcoíris,Nuevo,https://http2.mlstatic.com/D_NQ_NP_826795-MLA51088173254_082022-V.webp
37,Xiaomi 12T Dual SIM 256 GB negro 8 GB RAM,2.279.900,https://www.mercadolibre.com.co/xiaomi-12t-dual-sim-256-gb-negro-8-gb-ram/p/MCO19818042?pdp_filters=category:MCO1055#searchVariation=MCO19818042&position=38&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 20 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 67""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Negro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_723032-MLA52677236639_122022-V.webp
38,Nokia 6300 4G 4 GB cyan green 512 MB RAM,221.388,https://www.mercadolibre.com.co/nokia-6300-4g-4-gb-cyan-green-512-mb-ram/p/MCO18647912?pdp_filters=category:MCO1055#searchVariation=MCO18647912&position=39&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Nokia,Si buscas un dispositivo que te permita estar en contacto siempre  este telefono 6300 4G es una opcion excelente  Podras comunicarte de manera inmediata con amigas y amigos  o con las personas de tu familia  Y ademas  si estas trabajando  lograras una mayor colaboracion con tu equipo   Fotografias al instante Captura tus mejores momentos y revivelos cuando quieras con la camara trasera de 0 3 Mpx   Comodidad al escribir Su teclado manual te permitira manipular el equipo con total practicidad  Podras enviar mensajes  realizar llamadas y responderlas facilmente   Contenidos compartidos Conecta tu celular con otros dispositivos a traves del bluetooth y transmite fotos  musica  contactos y mucho mas sin estar conectado a Internet   Entretenimiento que te acompana Con tu 6300 4G podras sintonizar radio  mantenerte al tanto de las ultimas noticias y escuchar tus programas favoritos ,Cyan green,Nuevo,https://http2.mlstatic.com/D_NQ_NP_969618-MLA48681949642_122021-V.webp
39,Apple iPhone 14 Pro Max (128 GB) - Morado oscuro,5.780.287,https://www.mercadolibre.com.co/apple-iphone-14-pro-max-128-gb-morado-oscuro/p/MCO19615329?pdp_filters=category:MCO1055#searchVariation=MCO19615329&position=40&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Apple,El iPhone 14 Pro Max te permite captar detalles increibles gracias a su camara gran angular de 48 MP  Ademas  trae la Dynamic Island y una pantalla siempre activa  para que puedas interactuar con tu iPhone de una forma completamente nueva  Y viene con Deteccion de Choques(1)  una funcionalidad de seguridad que pide ayuda cuando no estas en condiciones de hacerlo   Aviso legal   (1) La funcionalidad Emergencia SOS usa conexion celular o llamadas por Wi-Fi  (2) La pantalla tiene las esquinas redondeadas  Si se mide en forma de rectangulo  la pantalla tiene 6 69 pulgadas en diagonal  El area real de visualizacion es menor  (3) La duracion de la bateria varia segun el uso y la configuracion  (4) Se requiere un plan de datos  5G esta disponible en algunos mercados y a traves de operadores especificos  Las velocidades varian segun las condiciones del lugar y el operador  (5) El iPhone 14 Pro Max es resistente a las salpicaduras  al agua y al polvo  y fue probado en condiciones de laboratorio controladas  con una clasificacion IP68 segun la norma IEC 60529 (hasta 30 minutos a una profundidad maxima de 6 metros)  La resistencia a las salpicaduras  al agua y al polvo no es una condicion permanente  y podria disminuir como consecuencia del uso normal  No intentes cargar un iPhone mojado; consulta el manual del usuario para ver las instrucciones de limpieza y secado  La garantia no cubre danos producidos por liquidos  (6) Algunas funcionalidades podrian no estar disponibles en todos los paises o areas ,Morado oscuro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_605126-MLM51559383638_092022-V.webp
40,Xiaomi Redmi 10A Dual SIM 128 GB gris grafito 4 GB RAM,589.900,https://www.mercadolibre.com.co/xiaomi-redmi-10a-dual-sim-128-gb-gris-grafito-4-gb-ram/p/MCO19103704?pdp_filters=category:MCO1055#searchVariation=MCO19103704&position=41&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Momentos unicos  capturas reales Captura tus mejores momentos y revivelos cuando quieras con la camara trasera de 13 Mpx   Ademas  el dispositivo cuenta con camara frontal de 5 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mas para ver Con su pantalla IPS de 6 53""  disfruta de colores intensos y mayor nitidez en todos tus contenidos   Mayor rendimiento Su memoria RAM de 4 GB permite que tu smartphone funcione de manera fluida y sin demoras al realizar distintas tareas  jugar o navegar   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas   Gran capacidad de almacenamiento Con su memoria interna de 128 GB podras almacenar archivos y aplicaciones de gran tamano sin necesidad de subirlos a la nube y aprovechar tus momentos sin conexion para darles el maximo uso ",Gris grafito,Nuevo,https://http2.mlstatic.com/D_NQ_NP_685352-MLA50135024356_052022-V.webp
41,Samsung Galaxy Z Flip4 5G 256 GB blue 8 GB RAM,4.249.900,https://www.mercadolibre.com.co/samsung-galaxy-z-flip4-5g-256-gb-blue-8-gb-ram/p/MCO19635109?pdp_filters=category:MCO1055#searchVariation=MCO19635109&position=42&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Samsung,"Doble camara y mas detalles Sus 2 camaras traseras de 12 Mpx/12 Mpx te permitiran tomar imagenes con mas detalles y lograr efectos unicos como el famoso modo retrato de poca profundidad de campo   Ademas  el dispositivo cuenta con camara frontal de 10 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Descubre la pantalla plegable Al plegarse  adopta un tamano pequeno y compacto que te resultara muy comodo para transportar  Cuando quieras disfrutar de tus contenidos favoritos se transforma desplegando su pantalla de 6 7""   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 3700 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas   Capacidad de almacenamiento ilimitada Olvidate de borrar  Con su memoria interna de 256 GB podras descargar todos los archivos y aplicaciones que necesites  guardar fotos y almacenar tus peliculas  series y videos favoritos para reproducirlos cuando quieras ",Blue,Nuevo,https://http2.mlstatic.com/D_NQ_NP_879536-MLA51718091962_092022-V.webp
42,Xiaomi Pocophone Poco X5 5G Dual SIM 256 GB negro 8 GB RAM,1.274.900,https://www.mercadolibre.com.co/xiaomi-pocophone-poco-x5-5g-dual-sim-256-gb-negro-8-gb-ram/p/MCO21748143?pdp_filters=category:MCO1055#searchVariation=MCO21748143&position=43&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 13 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 67""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Negro,Nuevo,https://http2.mlstatic.com/D_NQ_NP_934293-MLA53834173060_022023-V.webp
43,Xiaomi Redmi 10A Dual SIM 32 GB gris grafito 2 GB RAM,414.900,https://www.mercadolibre.com.co/xiaomi-redmi-10a-dual-sim-32-gb-gris-grafito-2-gb-ram/p/MCO19103692?pdp_filters=category:MCO1055#searchVariation=MCO19103692&position=44&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Momentos unicos  capturas reales Captura tus mejores momentos y revivelos cuando quieras con la camara trasera de 13 Mpx   Ademas  el dispositivo cuenta con camara frontal de 5 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Mas para ver Con su pantalla IPS de 6 53""  disfruta de colores intensos y mayor nitidez en todos tus contenidos   Todo lo que necesitas Su memoria RAM de 2 GB es justo lo que necesitas para utilizar las funciones mas importantes como llamar  enviar mensajes  navegar y ejecutar aplicaciones de uso frecuente como redes sociales o multimedia   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas   El espacio que necesitas Con su memoria interna de 32 GB descarga tus aplicaciones favoritas y guarda todas las fotos y videos que quieras ",Gris grafito,Nuevo,https://http2.mlstatic.com/D_NQ_NP_685352-MLA50135024356_052022-V.webp
44,Xiaomi Redmi Note 10S Dual SIM 128 GB gris ónix 6 GB RAM,874.000,https://www.mercadolibre.com.co/xiaomi-redmi-note-10s-dual-sim-128-gb-gris-onix-6-gb-ram/p/MCO18027052?pdp_filters=category:MCO1055#searchVariation=MCO18027052&position=45&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 4 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 43""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 6 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Gris ónix,Nuevo,https://http2.mlstatic.com/D_NQ_NP_737594-MLA48991682753_022022-V.webp
45,Moto G52 Dual SIM 128 GB porcelain white 6 GB RAM,879.900,https://www.mercadolibre.com.co/moto-g52-dual-sim-128-gb-porcelain-white-6-gb-ram/p/MCO19469788?pdp_filters=category:MCO1055#searchVariation=MCO19469788&position=46&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Moto,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 16 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 6""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 6 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo facial y dactilar Maxima seguridad para que solo tu puedas acceder al equipo  Podras elegir entre el sensor de huella dactilar para habilitar el telefono en un toque  o el reconocimiento facial que permite un desbloqueo hasta un 30% mas rapido   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Porcelain white,Nuevo,https://http2.mlstatic.com/D_NQ_NP_991166-MLA51072365009_082022-V.webp
46,Xiaomi Redmi Note 12 Pro 5G Dual SIM 256 GB azul 8 GB RAM,1.594.900,https://www.mercadolibre.com.co/xiaomi-redmi-note-12-pro-5g-dual-sim-256-gb-azul-8-gb-ram/p/MCO21286070?pdp_filters=category:MCO1055#searchVariation=MCO21286070&position=47&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 16 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 67""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo veloz con tu huella digital Con el sensor de huella digital  el acceso es seguro y podras desbloquearlo automaticamente con un toque   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 5000 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Azul,Nuevo,https://http2.mlstatic.com/D_NQ_NP_673733-MLA53467945660_012023-V.webp
47,Xiaomi Redmi Note 12 Pro+ 5G Dual SIM 256 GB obsidian black 8 GB RAM,1.699.900,https://www.mercadolibre.com.co/xiaomi-redmi-note-12-pro-5g-dual-sim-256-gb-obsidian-black-8-gb-ram/p/MCO22263907?pdp_filters=category:MCO1055#searchVariation=MCO22263907&position=48&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Xiaomi,"Fotografia profesional en tu bolsillo Descubre infinitas posibilidades para tus fotos con las 3 camaras principales de tu equipo  Pon a prueba tu creatividad y juega con la iluminacion  diferentes planos y efectos para obtener grandes resultados   Ademas  el dispositivo cuenta con camara frontal de 8 Mpx para que puedas sacarte divertidas selfies o hacer videollamadas   Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla AMOLED de 6 67""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Desbloqueo veloz con tu huella digital Con el sensor de huella digital  el acceso es seguro y podras desbloquearlo automaticamente con un toque   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 4980 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas ",Obsidian black,Nuevo,https://http2.mlstatic.com/D_NQ_NP_933725-MLA54384359928_032023-V.webp
48,Samsung Galaxy S23 Plus Dual SIM 256 GB phantom black 8 GB RAM,4.699.920,https://www.mercadolibre.com.co/samsung-galaxy-s23-plus-dual-sim-256-gb-phantom-black-8-gb-ram/p/MCO21436194?pdp_filters=category:MCO1055#searchVariation=MCO21436194&position=49&search_layout=stack&type=product&tracking_id=3b4075cd-7a05-45ae-b41b-3f293a70d643,Samsung,"Experiencia visual increible Mira tus series y peliculas favoritas con la mejor definicion a traves de su pantalla Dynamic AMOLED 2X de 6 6""  Disfruta de colores brillantes y detalles precisos en todos tus contenidos   Capacidad y eficiencia Con su potente procesador y memoria RAM de 8 GB tu equipo alcanzara un alto rendimiento con gran velocidad de transmision de contenidos y ejecutara multiples aplicaciones a la vez sin demoras   Bateria de duracion superior ¡Desenchufate! Con la super bateria de 4700 mAh tendras energia por mucho mas tiempo para jugar  ver series o trabajar sin necesidad de realizar recargas   Capacidad de almacenamiento ilimitada Olvidate de borrar  Con su memoria interna de 256 GB podras descargar todos los archivos y aplicaciones que necesites  guardar fotos y almacenar tus peliculas  series y videos favoritos para reproducirlos cuando quieras ",NO-COLOR,Nuevo,https://http2.mlstatic.com/D_NQ_NP_716269-MLA53452045605_012023-V.webp
